brand_mf,type,dealership_name,dealership_loc,dealership_evaluation,year,km,price
MAZDA  Mazda 3,3 HB G122 Exclusive-Line DASO,CarNet Riegler Kft.,(Győr),Márkakereskedő,2023. 01.,1 km,11 467 800 Ft
FORD  Transit,TRANSIT 2.0 TDCi 310 MWB Trend L2H2 3.0 m raktér MAGYARORSZÁGI VALÓS KÉSZLETRŐL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 475 000 Ft  + Áfa
RENAULT  Arkana,ARKANA TECHNO MILD HYBRID 140 EDC | Készleten,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 476 000 Ft
FORD  Transit,TRANSIT TREND L3 1.3/3.50 130 LDT M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 479 000 Ft  + Áfa
FORD  Transit,TRANSIT TREND L3 1.3/3.50 130 LDT M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 479 000 Ft  + Áfa
FORD  Transit,TRANSIT TREND L3 1.3/3.50 130 LDT M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 479 000 Ft  + Áfa
PEUGEOT  5008,5008 1.2 PureTech Active Pack (7 személyes ) Budaörsi Gablini Szalon,Gablini Kft.,(Budaörs),Márkakereskedő,2023. 01.,0 km,11 480 000 Ft
PEUGEOT  Boxer,BOXER 2.2 BlueHDI 350 FT L3H2 KÉSZLETRŐL! 5%-OS KAVOSZ LÍZING! AZONNAL ELVIHETŐ!,Hovány Csoport,(Kecskemét),Márkakereskedő,2023. 04.,5 km,11 480 000 Ft  + Áfa
PEUGEOT  5008,5008 1.2 PureTech Active Pack (7 személyes ) KIEMELT KEDVEZMÉNY! GABLINI M3 1152 Bp. VÁROSKAPU UTCA 1!,Gablini Kft.,(XV. kerület),Márkakereskedő,2023. 01.,5 km,11 480 000 Ft
FORD  Transit,TRANSIT 2.0 TDCi 310 LWB Trend BEÉRKEZÉS ALATT! 5%-os FINANSZÍROZÁSSAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,5 km,11 488 000 Ft  + Áfa
FORD  Transit,TRANSIT 2.0 TDCi 310 LWB Trend BEÉRKEZŐ! 5%-os FINANSZÍROZÁSSAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,5 km,11 488 000 Ft  + Áfa
FORD  Transit,TRANSIT 2.0 TDCi 310 LWB Trend BEÉRKEZÉS ALATT! 5%-os FINANSZÍROZÁSSAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,5 km,11 488 000 Ft  + Áfa
FORD  Transit,TRANSIT FWD TREND L3 1.3/3.50 130 M6 LDT,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 489 000 Ft  + Áfa
VOLKSWAGEN  Arteon,VW Arteon R-Line 2.0 TDI SCR DSG 4Motion,Kévés Autó,(Soltvadkert),Márkakereskedő,2017. 11.,97 531 km,11 490 000 Ft
OPEL  Insignia,OPEL Insignia,Platán-Autóház Kft.,(Nyíregyháza),Márkakereskedő,2022. 04.,27 000 km,11 490 000 Ft
OPEL  Insignia,OPEL Insignia,Platán-Autóház Kft.,(Nyíregyháza),Márkakereskedő,2022. 04.,28 340 km,11 490 000 Ft
SKODA  Octavia,Škoda OCTAVIA COM Sty 1.5 TSI DSG ACT e-TEC,Platán-Autóház Kft.,(Nyíregyháza),Márkakereskedő,2021. 12.,14 535 km,11 490 000 Ft
RENAULT  Mégane,Mégane 1.6 E-Tech Hybrid Zen ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2022. 02.,6 000 km,11 490 000 Ft
HYUNDAI  Ioniq,IONIQ electric Premium (Automata),Toyota Linartech,(Kecskemét),Márkakereskedő,2022. 05.,3 877 km,11 490 000 Ft
FIAT  500,"500e Action 23,8kWh (Automata)",Schiller Autóház Kft. - Fiat Schiller,(IV. kerület),Márkakereskedő,2023. 01.,1 km,11 490 000 Ft
VOLKSWAGEN  T-Cross,T-Cross 1.5 TSI Style DSG ,Kévés Autó,(Soltvadkert),Márkakereskedő,2022. 01.,10 km,11 490 000 Ft
SKODA  Karoq,Karoq 1.5 TSI ACT Style DSG,Auto Trade '91 Kft,(Salgótarján),Márkakereskedő,2023. 07.,6 km,11 495 000 Ft
BMW  5-ös sorozat,530d xDrive Aut.,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2017. 06.,181 247 km,11 497 000 Ft
SKODA  Octavia,Octavia Combi 2.0 TDI SCR StyleDSG,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2022. 08.,18 397 km,11 497 000 Ft
VOLKSWAGEN  Passat,PASSAT VIII 2.0 TSI Elegance DSG 65.771 km! magyarországi. márkaszervizben szervizelt. újszerű autó,Miamax Autókereskedés,(Szombathely),Minősített Prémium kereskedő,2020. 01.,65 771 km,11 499 000 Ft
FORD  Transit,TRANSIT 2.0 TDCi 350 LWB E Trend 5év Garancia - 4.26m platóhossz - 5%-os Kavosz Finanszírozással,Hovány Csoport,(Szeged),Márkakereskedő,2022. 10.,20 km,11 499 000 Ft  + Áfa
FORD  Transit,TRANSIT 2.0 TDCi 350 LWB E Trend Új TGK - 5év Garancia - 4.26m platóhossz - 5%-os Kavosz LÍzinggel,Hovány Csoport,(Szeged),Márkakereskedő,2022. 10.,20 km,11 499 000 Ft  + Áfa
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime Készletről azonnal!,CarNet Autó-Forrás Kft.,(Veszprém),Márkakereskedő,2023. 01.,0 km,11 499 000 Ft
CITROEN  Jumpy,JUMPY 1.5 BlueHDi L2 Club EURO 6.3 Szécsényi Lízing 5%-os THM.2 DB Azonnal,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 500 000 Ft  + Áfa
SKODA  Kamiq,Kamiq 1.0 TSI Monte Carlo DSG ,Kévés Autó,(Soltvadkert),Márkakereskedő,2022. 12.,10 km,11 500 000 Ft
HONDA  Jazz,JAZZ 1.5 i-MMD Hybrid Advance eCVT 24 Rendelhető!,Autócentrum Szabó Csoport,(Székesfehérvár),Márkakereskedő,2023. 07.,1 km,11 520 000 Ft
HONDA  Jazz,JAZZ 1.5 i-MMD Hybrid Advance eCVT 23,Autócentrum Szabó Csoport,(Székesfehérvár),Márkakereskedő,2023. 07.,1 km,11 520 000 Ft
FORD  Transit,TRANSIT 2.0 TDCi 310 MWB Trend BEÉRKEZÉS ALATT! 5%-os FINANSZÍROZÁSSAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,5 km,11 547 000 Ft  + Áfa
RENAULT  Austral,AUSTRAL TCe 140 mild hybrid equilibre,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 549 000 Ft
FORD  Ranger,RANGER XLT 2.0 ECOBLUE 170LE 4X4 M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 550 000 Ft  + Áfa
PEUGEOT  3008,3008 1.2 PureTech Allure Pack EAT8 RENDELHETŐ!,CarNet Auto-Fort Kft.,(XIII. kerület),Márkakereskedő,2023. 01.,1 km,11 550 000 Ft
SUZUKI  Swace,SWACE GL+ RENDELHETŐ,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 550 000 Ft
TOYOTA  C-HR,"C-HR 2.0 Hybrid GR Sport e-CVT Azonnal átvehető! Akár 4,9% THM",ICL Kft.,(Győr),Márkakereskedő,2023. 08.,5 km,11 565 000 Ft
DODGE  Avenger,AVENGER 1.2 Benzin 100 LE MT6 Altitude Készletről,CarNet Riegler Kft.,(Győr),Márkakereskedő,2023. 01.,5 km,11 579 000 Ft
MAZDA  CX-30,e-Skyactiv G150 Homura KÉSZLETEN!,Zakar és Társa Kft.,(Cegléd),Márkakereskedő,2023. 01.,10 km,11 579 800 Ft
VOLKSWAGEN  T-Cross,T-Cross 1.5 TSI Style DSG ,Kévés Autó,(Soltvadkert),Márkakereskedő,2023. 01.,2 800 km,11 590 000 Ft
PEUGEOT  Expert,EXPERT 2.0 BlueHDi L3 (3 személyes ) Premium EURO 6.3 Budaörsi Gablini Szalon-KAVOSZ 5.5% hitel igényelhető,Gablini Kft.,(Budaörs),Márkakereskedő,2023. 01.,3 km,11 590 000 Ft  + Áfa
DODGE  Avenger,AVENGER ALTITUDE 1.2 100LE BENZIN,Autócentrum Szabó Csoport,(Székesfehérvár),Márkakereskedő,2023. 01.,1 km,11 590 000 Ft
CITROEN  C5 Aircross,C5 AIRCROSS 1.2 PureTech C-Series EAT8,CarNet Autóház Kft.,(Budaörs),Márkakereskedő,2022. 01.,2 km,11 590 000 Ft
PEUGEOT  3008,3008 1.2 PureTech GT RENDELHETŐ!,CarNet Auto-Fort Kft.,(XIII. kerület),Márkakereskedő,2023. 01.,1 km,11 590 000 Ft
SEAT  Ateca,ATECA 1.5 TSI FR DSG Teszt autó,Spirit Auto Kft.,(Kaposvár),Márkakereskedő,2022. 01.,0 km,11 590 000 Ft
RENAULT  Arkana,"Arkana 1.6 E-Tech Hybrid Intens Készletről, azonnal átvehető,  Áfa-s, Tartós bérlet is!",ICL Kft.,(Győr),Márkakereskedő,2023. 01.,5 km,11 590 000 Ft
CUPRA  Formentor,FORMENTOR 1.5 TSI DSG Raktári autó,Spirit Auto Kft.,(Kaposvár),Márkakereskedő,2023. 01.,8 km,11 595 000 Ft
SEAT  Leon,Leon ST 1.5 TSI mHEV Style DSG,Interat Kft.,(Budakeszi),Márkakereskedő,2022. 11.,30 km,11 599 000 Ft
MAZDA  Mazda 3,3 2.0 e-Skyactiv GT Plus Azonnal vihető.Holttérfigyelő rendszer! AKÁR 4.99% THM!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,5 km,11 600 000 Ft
RENAULT  Scénic,Grand Scénic 1.3 TCe Intens EDC (7 személyes ) ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2023. 03.,5 km,11 600 000 Ft
PEUGEOT  Boxer,BOXER 2.2 BlueHDI 300 FT L2H1 SZÉCHENYI LÍZING FIX 5% KAMAT!!!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,13 km,11 605 000 Ft  + Áfa
PEUGEOT  Boxer,BOXER 2.2 BlueHDI 300 FT L1H1 SZÉCHENYI LÍZING FIX 5% KAMATTAL!!! ÁRGARANCIÁVAL!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,20 km,11 605 000 Ft  + Áfa
CITROEN  Jumper,JUMPER 2.2 BlueHDI 30 L2H1 Azonnal átvehetőek - Akár 5%-os KAVOSZ lízinggel vagy Gyártásból Szeptember-Ok,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,0 km,11 605 000 Ft  + Áfa
CITROEN  Jumper,JUMPER 2.2 BlueHDI 30 L2H1 Rendelhető! Akár fix forint 5% Kavosz!!! Több gyártáshely!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,0 km,11 605 000 Ft  + Áfa
CITROEN  Jumper,JUMPER 2.2 BlueHDI 30 L2H1 Rendelhető! Akár fix forint 5% Kavosz!!! Több gyártáshely!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,0 km,11 605 000 Ft  + Áfa
CITROEN  C4,C4 1.5 BlueHDi Shine EAT8 Azonnal több darabos készlet! 5 év garancia!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,0 km,11 610 000 Ft
CITROEN  C4,C4 1.5 BlueHDi Shine EAT8 Azonnal több darabos készlet! 5 év garancia!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 08.,0 km,11 610 000 Ft
KIA  Sportage,Sportage 1.6 T-GDI Gold ,Körös Autócentrum Kft.,(Békéscsaba),Márkakereskedő,2023. 08.,7 km,11 624 000 Ft
PEUGEOT  5008,5008 1.2 PureTech Active Pack (7 személyes ),CarNet For-Top Kft.,(Győr),Márkakereskedő,2023. 06.,5 km,11 645 000 Ft
MAZDA  Mazda 3,3 Hatchback 2.0 e-Skyactiv Plus (Automata) Készletről azonnal vihető!! Led. Kormányfűtés! AKÁR 4.99% THM,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,0 km,11 650 000 Ft
MAZDA  Mazda 3,3 Hatchback 2.0 e-Skyactiv Plus (Automata) Készletről! Azonnal Vihető! Adaptív tempomat. Led! AKÁR 4.99% THM!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,5 km,11 650 000 Ft
OPEL  Combo,Combo-e Cargo 50kWh L1 Edition Aut. (3 sz.),Interat Kft.,(Budakeszi),Márkakereskedő,2023. 06.,520 km,11 652 755 Ft  + Áfa
FORD  Ranger,RANGER 2.0 TDCi EcoBlue 4x4 XLT 170 LE manuális KÉSZLETRŐL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 653 000 Ft  + Áfa
FORD  Ranger,RANGER 2.0 TDCi EcoBlue 4x4 XLT 170 LE manuális KÉSZLETRŐL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 653 000 Ft  + Áfa
FORD  Ranger,RANGER 2.0 TDCi EcoBlue 4x4 XLT 170 LE manuális KÉSZLETRŐL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 653 000 Ft  + Áfa
MAZDA  CX-30,CX-30 2.0 e-Skyactive Plus (Automata) Azonnal vihető! LED! Fűthető ülések elöl! Akár 4.99% THM!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,10 km,11 660 000 Ft
MAZDA  Mazda 3,3 Hatchback 2.0 e-Skyactiv Exclusive-Line (Automata),CarNet Riegler Kft.,(Győr),Márkakereskedő,2023. 01.,1 km,11 667 800 Ft
ISUZU  D-Max,D-Max 1.9 D LS Plus ,Shick-R Kft.,(Eger),Márkakereskedő,2023. 01.,1 km,11 668 000 Ft  + Áfa
HYUNDAI  Tucson,Tucson 1.6 T-GDI LP Prime ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2023. 01.,7 km,11 674 000 Ft
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime Készletről azonnal vihető!,CarNet Autó-Forrás Kft.,(Veszprém),Márkakereskedő,2023. 03.,6 km,11 674 000 Ft
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime Készletről azonnal vihető!,CarNet Autó-Forrás Kft.,(Veszprém),Márkakereskedő,2023. 03.,6 km,11 674 000 Ft
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime 2023! Készletről!,Gablini Kft.,(XV. kerület),Márkakereskedő,2023. 01.,0 km,11 674 000 Ft
FORD  Transit,TRANSIT 2.0 TDCi 350 LWB Trend (7 személyes ) L3 - FWD - ÁRGARANCIÁVAL - 5 % FIX KAMAT!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,3 km,11 675 000 Ft  + Áfa
FORD  Transit,TRANSIT 2.0 TDCi 350 LWB Trend (7 személyes ) L3 - FWD - ÁRGARANCIÁVAL - 5 % FIX KAMAT!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,3 km,11 675 000 Ft  + Áfa
TOYOTA  C-HR,C-HR 1.8 Hybrid Style e-CVT ,Hering Autóház Kft.,(Jászberény),Márkakereskedő,2023. 01.,5 km,11 680 000 Ft
TOYOTA  C-HR,C-HR 1.8 Hybrid GR Sport e-CVT Rendelésre,CarNet M5 Kft.,(IX. kerület),Márkakereskedő,2023. 01.,0 km,11 685 000 Ft
VOLVO  XC40,XC40 1.5 [T2] Essential Geartronic Gyártásból! - SZUPER ÁR!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,0 km,11 697 000 Ft
ISUZU  D-Max,D-Max 1.9 D LS Plus ,Körös Autócentrum Kft.,(Békéscsaba),Márkakereskedő,2023. 03.,5 km,11 698 000 Ft  + Áfa
ISUZU  D-Max,D-Max 1.9 D LS Plus (Automata) ,Körös Autócentrum Kft.,(Békéscsaba),Márkakereskedő,2022. 11.,7 km,11 698 000 Ft  + Áfa
AUDI  Q3,Audi Q3 Advanced 40 TFSI quattro S tronic,DasWeltAuto Nagykanizsa,(Nagykanizsa),Márkakereskedő,2019. 09.,43 334 km,11 699 000 Ft
FORD  Transit,TRANSIT TREND L3 1.6/3.50 130 LDT M6 | Készleten,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 700 000 Ft  + Áfa
FORD  Transit,TRANSIT TREND L4 1.1/3.50 170 LDT M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 716 000 Ft  + Áfa
ISUZU  D-Max,LS Plus MT Októberi érkezés!,Zakar és Társa Kft.,(Cegléd),Márkakereskedő,2021. 01.,10 km,11 728 000 Ft
FORD  Focus,FOCUS 1.0 EcoBoost Titanium Design BÉKÉSCSABÁRÓL AZONNAL KÉSZLETRŐL,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,5 km,11 730 000 Ft
FORD  Focus,FOCUS 1.0 EcoBoost mHEV Titanium Style DCT KÉSZLETRŐL! AZONNAL!!! SZALONAUTÓ!,Hovány Csoport,(Szentendre),Márkakereskedő,2023. 01.,10 km,11 730 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line KÉSZLETEN!,Hovány Csoport,(Kecskemét),Márkakereskedő,2023. 02.,5 km,11 731 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line ÁRGARANCIÁVAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 731 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line ÁRGARANCIÁVAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 731 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line ÁRGARANCIÁVAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 731 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line ÁRGARANCIÁVAL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 731 000 Ft
SUZUKI  Vitara,VITARA 1.5 Hybrid GLX Panorama 4WD 6AGS Rendelhető,CarNet Auto-Fort Kft.,(IV. kerület),Márkakereskedő,2022. 01.,0 km,11 740 000 Ft
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime 2023! Készletről!,Gablini Kft.,(XV. kerület),Márkakereskedő,2023. 01.,0 km,11 744 000 Ft
HYUNDAI  Tucson,TUCSON 1.6 T-GDI LP Prime Készletről azonnal vihető!,CarNet Autó-Forrás Kft.,(Veszprém),Márkakereskedő,2023. 03.,6 km,11 744 000 Ft
FORD  Transit Custom,Transit Custom Kombi 2.0 TDCi 320 L1H1 Trend,Autó Dual,(Békéscsaba),Minősített Prémium kereskedő,2020. 06.,156 948 km,11 747 000 Ft
SKODA  Octavia,Octavia Combi 2.0 TDI SCR StyleDSG,Autó Dual,(Kecskemét),Minősített Prémium kereskedő,2022. 09.,44 042 km,11 747 000 Ft
HYUNDAI  Tucson,Tucson 1.6 T-GDI LP Prime ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2023. 01.,7 km,11 749 000 Ft
HYUNDAI  Tucson,Tucson 1.6 T-GDI LP Prime ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2023. 01.,7 km,11 749 000 Ft
RENAULT  Captur,CAPTUR Rendelhető! techno E-Tech full hybrid 145,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 749 000 Ft
MAZDA  Mazda 3,3 2.0 e-Skyactiv GT Plus Azonnal vihető.Holttérfigyelő rendszer! AKÁR 4.99% THM!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,5 km,11 750 000 Ft
PEUGEOT  308,308 SW 1.2 PureTech Active Pack EAT8 Rendelhető!,Hovány Csoport,(Kecskemét),Márkakereskedő,2023. 01.,0 km,11 750 000 Ft
PEUGEOT  Boxer,BOXER 2.2 BlueHDI 300 FT L2H2 SZÉCHENYI LÍZING FIX 5% KAMATTAL! RENDELHETŐ!,CarNet Auto-Fort Kft.,(XIII. kerület),Márkakereskedő,2023. 07.,1 km,11 753 850 Ft  + Áfa
PEUGEOT  308,308 1.5 BlueHDi Allure Pack EAT8 AKCIÓS FELTÉTELEKKEL! GABLINI M3,Gablini Kft.,(XV. kerület),Márkakereskedő,2022. 01.,5 km,11 760 000 Ft
FORD  Transit,TRANSIT RWD TREND L4 1.6/3.50 130 M6 LDT,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 760 000 Ft  + Áfa
FORD  Transit,TRANSIT RWD TREND L4 1.6/3.50 130 M6 LDT,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 760 000 Ft  + Áfa
CITROEN  C4,C4 1.2 PureTech Feel Plus EAT8 Nagy készletakció! - ÁFÁS - 820.000Ft extrával,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,2 km,11 770 000 Ft
CITROEN  C4,C4 1.2 PureTech Feel Plus EAT8 Áfás!Szalon autó. Izland kék színben! Rengeteg gyári extrával!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,2 km,11 770 000 Ft
PEUGEOT  308,308 SW 1.2 PureTech Allure RENDELHETŐ! Árgaranciával!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,7 km,11 780 000 Ft
TOYOTA  C-HR,C-HR 1.8 Hybrid Style e-CVT Készletről!,Toyota Linartech,(Kecskemét),Márkakereskedő,2022. 01.,5 km,11 785 000 Ft
FORD  Ranger,RANGER 2.0 TDCi EcoBlue 4x4 XLT 170 LE AUTOMATA KÉSZLETRŐL!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,1 km,11 789 000 Ft  + Áfa
KIA  Cee'd,2024 1.5 T-GDI X-PLATINUM+AUTOMATA.METÁLFEHÉR SZÍNBEN AZONNAL!,Zakar és Társa Kft.,(Cegléd),Márkakereskedő,2023. 01.,5 km,11 789 000 Ft
VOLKSWAGEN  Passat,VW Passat Variant Business 2.0 TDI DSG,Piedl Kft.,(Veszprém),Márkakereskedő,2021. 08.,20 645 km,11 790 000 Ft
VOLKSWAGEN  Touran,TOURAN 1.5 TSI ACT Comfortline [7 személy] 150LE 7 személyes kivitel,Spirit Auto Kft.,(Zalaegerszeg),Márkakereskedő,2023. 01.,8 km,11 790 000 Ft
JEEP  Compass,COMPASS 1.3 T4 Limited Készleten,CarNet Riegler Kft.,(Győr),Márkakereskedő,2023. 01.,5 km,11 790 000 Ft
TOYOTA  Yaris Cross,YARIS CROSS 1.5 Hybrid Premiere Edition e-CVT,CarNet M5 Kft.,(IX. kerület),Márkakereskedő,2022. 09.,2 626 km,11 790 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line X TÖBB SZÍNBEN! KÉSZLETRŐL AZONNAL ELVIHETŐ!,CarNet Auto-Fort Kft.,(XXI. kerület),Márkakereskedő,2022. 01.,2 km,11 790 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line X TÖBB SZÍNBEN! KÉSZLETRŐL AZONNAL ELVIHETŐ!,CarNet Auto-Fort Kft.,(XXI. kerület),Márkakereskedő,2022. 01.,2 km,11 790 000 Ft
FORD  Kuga,KUGA 1.5 EcoBoost ST-Line X TÖBB SZÍNBEN! KÉSZLETRŐL AZONNAL ELVIHETŐ!,CarNet Auto-Fort Kft.,(XXI. kerület),Márkakereskedő,2022. 06.,2 km,11 790 000 Ft
SKODA  Karoq,Karoq 1.5 TSI ACT Style DSG,Auto Trade '91 Kft,(Salgótarján),Márkakereskedő,2023. 09.,7 km,11 795 000 Ft
VOLKSWAGEN  Passat,VW Passat Elegance 2.0 TDI DSG,DasWeltAuto Nagykanizsa,(Nagykanizsa),Márkakereskedő,2020. 08.,69 198 km,11 799 000 Ft
KIA  Sportage,"2023 1.5 TGDI GOLD! TÖBB SZÍNBEN KÉSZLETRÕL AZONNAL! THM 9,9%",Zakar és Társa Kft.,(Cegléd),Márkakereskedő,2023. 01.,5 km,11 799 000 Ft
FORD  Kuga,KUGA TITANIUM 2.5 FHEV,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 800 000 Ft
FORD  Kuga,KUGA TITANIUM 2.5 FHEV,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 800 000 Ft
FORD  Transit,FORD TRANSIT 2.0 TDCi 350 LWB E Trend RW (7 személyes ) Billenő platós NHP 2.5% lízinggel RENDELHETŐ,Sándor Service,(Kisújszállás),Márkakereskedő,2021. 06.,1 km,11 800 000 Ft  + Áfa
FORD  Ranger,RANGER Limited 2.0 Ecoblue 170 LE M6,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 802 000 Ft  + Áfa
MAZDA  CX-30,CX-30 2.0 e-Skyactive Plus Azonnal vihető! LED! Fűthető ülések elöl! Akár 4.99% THM! Sound.Style csomag!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2023. 01.,10 km,11 806 800 Ft
RENAULT  Trafic,TRAFIC 2.0 Blue dCi 130 L2H1 P3 Pack Comfort Extra felszereltséggel,CarNet Triplex Kft.,(Budakalász),Márkakereskedő,2022. 12.,1 km,11 811 000 Ft  + Áfa
PEUGEOT  308,308 1.5 BlueHDi Active Pack EAT8 Árgaranciával!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,3 km,11 830 000 Ft
PEUGEOT  3008,3008 1.2 PureTech Active Pack FINANSZÍROZÁSI AKCIÓ! KEDVEZŐ THM!,Hovány Csoport,(Kecskemét),Márkakereskedő,2023. 05.,5 km,11 835 000 Ft
SKODA  Karoq,KAROQ 2.0 TDI SCR Ambition DSG Készletről,Spirit Auto Kft.,(Kaposvár),Márkakereskedő,2023. 08.,8 km,11 839 000 Ft
SUZUKI  Swace,SWACE 1.8 HYBRID GL+ CVT 2WD | Készleten,Autócentrum Szabó Csoport,(Érd),Márkakereskedő,2023. 01.,1 km,11 840 000 Ft
SUZUKI  Swace,SWACE 1.8 HYBRID GL+ CVT 2WD | Készleten,Autócentrum Szabó Csoport,(Székesfehérvár),Márkakereskedő,2023. 01.,1 km,11 840 000 Ft
PEUGEOT  3008,3008 1.2 PureTech Active Pack ÁRGARANCIÁVAL! AKCIÓS FINANSZÍROZÁS!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,5 km,11 850 000 Ft
PEUGEOT  3008,3008 1.2 PureTech Active Pack ÁRGARANCIÁVAL! AKCIÓS FINANSZÍROZÁS!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 01.,5 km,11 850 000 Ft
FORD  Transit,Transit 2.0 TDCi 350 LWB Trend RWD (7 személyes ) ,Sándor Service,(Kisújszállás),Márkakereskedő,2021. 09.,1 km,11 850 000 Ft  + Áfa
FORD  Transit,Transit 2.0 TDCi 350 LWB Trend RWD (7 személyes ) ,Sándor Service,(Kisújszállás),Márkakereskedő,2021. 09.,1 km,11 850 000 Ft  + Áfa
MAZDA  Mazda 3,3 Hatchback 2.0 e-Skyactiv Homura (Automata),CarNet Riegler Kft.,(Győr),Márkakereskedő,2023. 01.,1 km,11 857 800 Ft
PEUGEOT  308,308 1.5 BlueHDi Allure Pack EAT8 Budaörsi Gablini Szalon készleten,Gablini Kft.,(Budaörs),Márkakereskedő,2023. 01.,3 km,11 860 000 Ft
CITROEN  C4 X,C4 X 1.2 PureTech Feel Plus EAT8 Nagy kedvezménnyel Szalonautó! 5 év garancia!,Hovány Csoport,(Szeged),Márkakereskedő,2023. 06.,0 km,11 860 000 Ft
